1  2  1  2  1  1  1  2  2  2  1  -9999  1  1  1  2  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  -9999
2  -9999  1  1  -9999  1  1  2  2  2  2  1  2  1  1  2  2
2  2  1  1  2  -9999  1  2  2  2  2  1  2  1  2  2  1
2  1  1  1  2  1  1  2  2  2  2  1  -9999  1  1  1  1
2  2  1  1  2  1  1  2  2  2  2  2  2  1  1  1  1
2  2  1  2  1  1  1  2  2  2  2  2  2  -9999  1  1  1
1  2  1  2  1  1  1  2  2  2  2  2  2  1  1  -9999  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  1
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  -9999  -9999
1  2  1  2  1  1  2  2  2  2  2  -9999  -9999  1  1  2  2
1  2  1  2  1  1  1  2  2  2  2  1  -9999  1  1  -9999  -9999
2  2  1  1  2  2  2  1  1  1  2  2  2  1  2  -9999  -9999
2  1  1  1  2  2  1  1  1  -9999  1  1  -9999  2  2  1  -9999
1  2  1  2  1  1  1  2  2  2  2  2  1  -9999  -9999  2  -9999
1  2  1  2  1  1  1  2  2  2  1  2  1  1  -9999  2  -9999
2  1  2  1  2  2  1  2  1  -9999  1  1  1  -9999  2  2  1
2  1  -9999  1  2  2  2  1  1  1  2  2  2  1  2  1  1
1  2  1  2  1  1  1  2  2  2  2  2  -9999  1  1  2  2
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  1
2  1  1  1  2  2  -9999  1  1  2  2  1  2  2  2  1  1
2  1  1  1  2  2  2  1  1  1  2  2  2  -9999  -9999  1  1
2  1  -9999  1  2  2  2  1  1  1  2  2  -9999  2  2  1  1
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  1  1
2  1  2  1  2  2  2  1  1  1  2  2  2  2  2  1  -9999
2  1  2  1  2  2  2  1  1  1  1  2  2  2  2  1  1
2  1  2  1  2  2  2  1  1  1  2  1  2  2  2  1  1
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  1
1  1  2  2  1  1  2  1  1  1  2  2  1  1  1  2  1
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  2
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  -9999
2  1  1  1  2  2  2  1  1  1  1  2  2  1  2  1  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  1
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  1  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  2
1  1  -9999  2  1  1  1  2  2  2  1  2  1  -9999  1  2  1
1  1  1  2  1  1  1  2  2  2  2  2  2  1  1  2  1
1  2  1  2  1  1  1  2  2  2  1  2  1  1  1  2  2
2  1  2  1  2  2  2  1  1  1  1  1  2  1  2  1  1
2  1  1  1  2  2  2  1  1  1  2  -9999  2  2  2  2  -9999
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  1  -9999
2  1  2  1  2  2  2  1  1  1  2  2  2  2  2  2  1
2  1  2  1  2  2  2  1  1  1  2  2  2  2  2  1  1
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  2  -9999
2  1  1  1  2  2  2  1  1  -9999  2  1  2  2  2  1  -9999
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  2  1
2  1  2  1  2  2  2  1  1  -9999  2  2  2  2  2  2  -9999
2  1  1  1  2  2  2  1  1  2  2  2  2  2  1  2  1
1  2  -9999  2  1  1  1  2  2  2  2  2  1  1  1  2  2
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  1
1  2  1  2  1  1  1  2  -9999  2  2  2  1  1  1  2  1
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  -9999  -9999
1  1  1  2  1  1  1  2  2  2  1  2  1  1  1  2  2
2  1  1  1  2  2  1  -9999  1  2  2  1  1  2  1  2  -9999
1  2  1  2  1  1  1  2  2  2  1  1  1  1  1  2  2
1  2  1  2  1  1  1  2  2  2  1  1  1  1  1  2  1
1  2  1  2  1  1  1  2  2  2  1  2  1  1  1  2  1
1  2  1  2  1  1  1  2  2  2  1  2  1  1  1  2  1
1  2  1  2  1  1  1  2  2  2  1  2  1  1  1  2  -9999
2  1  1  1  2  2  -9999  1  1  1  1  2  2  2  2  1  -9999
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  2
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  2  -9999
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  2  1
2  1  1  1  2  2  2  1  1  1  2  1  -9999  2  2  2  1
1  1  1  2  1  1  1  1  2  2  2  2  1  1  1  2  1
1  2  1  2  1  1  1  1  2  2  2  1  1  1  1  2  1
1  2  1  2  1  1  1  2  2  2  1  2  1  1  1  2  2
2  1  -9999  1  2  2  2  1  1  1  2  2  2  1  2  1  1
2  1  1  1  2  2  2  1  1  1  2  2  2  2  2  1  1
2  1  2  1  2  2  2  1  1  1  2  2  2  1  2  1  -9999
1  1  1  1  1  2  2  1  1  1  1  1  2  2  1  2  1
2  1  1  1  2  2  2  1  1  1  2  1  2  2  2  1  -9999
1  1  2  1  1  1  2  1  2  1  1  2  2  1  1  2  1
2  1  2  1  2  2  1  1  1  1  1  1  2  2  1  1  1
2  2  1  1  1  1  1  2  2  2  1  1  2  1  1  2  2
2  2  1  1  2  1  1  2  2  2  1  1  1  1  1  2  -9999
2  2  1  1  1  1  1  2  1  1  1  1  1  1  1  2  1
2  1  1  1  2  1  1  2  2  2  1  1  2  1  1  2  1
1  2  2  2  1  1  2  2  2  2  1  2  1  1  1  2  2
2  1  2  1  2  2  1  1  1  1  1  2  1  2  1  2  -9999
2  1  2  1  2  2  2  1  1  -9999  1  1  1  2  1  2  1
1  2  2  2  1  1  1  2  2  2  1  2  1  1  1  2  1
1  2  2  2  1  1  1  2  2  2  2  2  1  1  1  2  2
1  2  -9999  2  1  1  1  2  2  2  1  2  1  1  1  2  2
2  2  2  1  2  1  1  2  2  2  1  1  1  1  1  2  1
1  2  2  2  1  1  1  2  2  2  1  2  1  1  1  2  2
1  2  2  2  1  1  1  2  2  2  2  2  1  1  1  2  2
2  2  1  1  2  1  1  1  2  1  1  1  2  1  1  2  1
1  2  2  2  1  1  1  2  2  2  1  2  -9999  1  1  2  -9999
2  1  2  1  2  2  2  1  1  1  1  2  2  2  2  1  1
2  1  2  1  2  2  2  1  1  1  1  1  2  2  2  1  1
2  1  1  1  2  2  2  1  1  2  1  1  2  2  -9999  1  1
2  1  2  1  2  2  2  1  2  1  1  1  2  2  2  1  1
2  1  2  1  2  1  1  2  2  2  2  2  2  2  2  2  1
2  1  2  1  2  1  1  2  -9999  -9999  2  1  -9999  -9999  -9999  1  1
2  2  2  -9999  2  1  1  2  2  2  2  1  1  1  1  2  1
2  1  2  2  2  1  1  1  2  2  1  1  2  2  1  2  1
2  1  1  1  2  2  1  1  1  1  1  2  2  2  2  2  1
1  2  2  2  1  1  1  2  2  2  1  -9999  1  1  1  2  2
2  1  2  2  2  1  1  2  2  2  2  1  1  2  1  2  1
2  1  2  1  2  1  1  1  2  2  2  1  2  2  1  2  1
2  1  2  1  2  1  1  1  2  -9999  2  1  2  1  1  1  -9999
2  1  2  2  2  1  1  -9999  2  -9999  2  2  2  2  1  -9999  2
2  -9999  -9999  -9999  -9999  2  1  1  1  1  1  -9999  2  1  1  2  -9999
2  1  1  1  2  2  2  2  1  1  2  1  2  2  2  1  1
1  2  1  2  1  1  1  2  2  2  2  2  1  1  1  2  1
1  2  -9999  -9999  -9999  -9999  -9999  -9999  -9999  -9999  -9999  -9999  -9999  -9999  1  -9999  -9999
2  1  -9999  1  2  2  2  1  1  1  2  2  2  2  2  1  -9999
2  1  -9999  1  2  2  2  1  1  1  2  2  2  2  2  1  -9999
2  2  2  1  2  2  2  1  1  1  1  2  2  2  2  1  1
1  2  -9999  2  1  1  1  2  2  2  1  2  1  1  1  2  1
2  2  -9999  1  2  2  1  1  1  2  1  2  2  2  2  1  -9999
1  2  -9999  2  1  1  1  2  2  2  1  2  1  1  1  2  2
2  1  -9999  1  2  2  2  1  1  1  2  2  2  2  2  1  -9999
2  2  -9999  1  2  -9999  -9999  1  1  1  1  -9999  -9999  2  2  1  1
2  1  2  1  2  2  2  1  1  1  2  1  2  2  2  1  1
1  1  1  1  1  1  2  1  2  2  2  2  1  1  1  2  1
2  2  1  1  2  2  2  2  1  1  1  1  2  2  2  1  1
1  2  2  2  1  1  1  2  2  2  2  2  1  1  1  2  2
